Iteration,Attack/File,Accuracy,Precision,Recall,F1,TN,FP,FN,TP
65,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
65,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
65,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
65,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
66,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
66,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
66,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
66,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
66,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
66,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
67,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
67,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
67,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
67,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
67,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
67,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
68,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
68,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
68,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
68,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
68,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
68,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
69,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
69,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
69,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
69,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
69,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
69,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
70,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
70,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
70,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
70,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
70,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
70,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
71,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
71,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
71,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
71,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
71,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
71,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
72,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
72,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
72,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
72,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
72,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
72,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
73,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
73,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
73,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
73,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
73,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
73,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
74,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
74,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
74,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
74,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
74,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
74,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
75,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
75,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
75,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
75,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
75,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
75,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
76,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
76,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
76,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
76,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
76,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
76,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
77,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
77,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
77,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
77,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
77,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
77,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
78,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
78,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
78,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
78,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
78,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
78,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
79,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
79,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
79,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
79,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
79,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
79,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
80,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
80,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
80,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
80,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
80,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
80,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
81,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
81,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
81,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
81,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
81,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
81,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
82,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
82,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
82,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
82,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
82,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
82,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
83,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
83,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
83,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
83,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
83,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
83,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
84,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
84,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
84,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
84,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
84,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
84,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
85,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
85,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
85,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
85,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
85,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
85,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
86,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
86,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
86,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
86,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
86,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
86,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
87,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
87,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
87,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
87,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
87,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
87,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
88,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
88,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
88,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
88,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
88,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
88,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
89,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
89,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
89,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
89,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
89,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
89,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
90,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
90,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
90,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
90,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
90,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
90,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
91,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
91,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
91,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
91,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
91,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
91,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
92,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
92,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
92,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
92,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
92,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
92,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
93,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
93,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
93,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
93,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
93,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
93,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
94,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
94,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
94,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
94,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
94,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
94,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
95,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
95,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
95,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
95,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
95,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
95,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
96,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
96,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
96,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
96,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
96,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
96,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
97,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
97,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
97,NetBIOS,0.996854,0.998314,0.989967,0.994123,1626,1,6,592
97,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
97,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
97,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
98,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
98,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
98,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
98,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
98,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
98,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
99,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
99,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
99,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
99,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
99,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
99,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
100,LDAP,0.997527,0.999303,0.995833,0.997565,1390,1,6,1434
100,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
100,NetBIOS,0.996404,0.996633,0.989967,0.993289,1625,2,6,592
100,Syn,0.410143,0.0,0.0,0.0,372,2,533,0
100,UDP,0.999358,1.0,0.999232,0.999616,2042,0,8,10412
100,UDPLag,0.459126,1.0,0.244425,0.392831,3542,0,6742,2181
