Run,Attack/File,Accuracy,Precision,Recall,F1,TN,FP,FN,TP
37,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
37,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
38,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
38,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
38,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
38,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
38,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
38,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
39,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
39,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
39,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
39,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
39,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
39,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
40,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
40,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
40,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
40,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
40,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
40,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
41,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
41,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
41,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
41,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
41,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
41,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
42,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
42,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
42,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
42,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
42,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
42,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
43,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
43,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
43,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
43,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
43,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
43,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
44,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
44,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
44,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
44,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
44,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
44,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
45,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
45,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
45,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
45,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
45,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
45,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
46,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
46,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
46,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
46,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
46,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
46,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
47,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
47,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
47,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
47,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
47,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
47,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
48,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
48,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
48,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
48,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
48,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
48,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
49,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
49,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
49,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
49,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
49,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
49,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
50,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
50,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
50,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
50,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
50,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
50,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
51,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
51,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
51,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
51,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
51,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
51,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
52,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
52,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
52,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
52,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
52,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
52,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
53,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
53,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
53,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
53,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
53,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
53,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
54,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
54,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
54,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
54,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
54,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
54,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
55,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
55,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
55,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
55,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
55,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
55,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
56,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
56,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
56,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
56,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
56,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
56,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
57,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
57,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
57,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
57,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
57,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
57,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
58,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
58,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
58,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
58,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
58,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
58,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
59,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
59,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
59,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
59,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
59,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
59,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
60,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
60,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
60,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
60,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
60,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
60,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
61,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
61,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
61,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
61,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
61,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
61,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
62,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
62,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
62,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
62,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
62,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
62,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
63,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
63,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
63,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
63,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
63,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
63,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
64,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
64,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
64,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
64,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
64,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
64,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
65,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
65,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
65,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
65,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
65,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
65,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
66,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
66,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
66,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
66,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
66,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
66,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
67,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
67,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
67,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
67,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
67,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
67,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
68,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
68,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
68,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
68,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
68,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
68,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
69,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
69,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
69,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
69,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
69,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
69,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
70,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
70,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
70,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
70,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
70,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
70,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
71,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
71,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
71,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
71,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
71,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
71,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
72,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
72,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
72,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
72,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
72,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
72,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
73,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
73,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
73,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
73,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
73,UDP,0.999198,0.999808,0.999232,0.99952,2040,2,8,10412
73,UDPLag,0.989892,0.999432,0.98644,0.992893,3537,5,121,8802
74,LDAP,0.996821,0.997912,0.995833,0.996872,1388,3,6,1434
74,MSSQL,0.99901,0.999517,0.999195,0.999356,1868,3,5,6207
74,NetBIOS,0.988315,0.96732,0.989967,0.978512,1607,20,6,592
74,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
