Iteration,Attack/File,Accuracy,Precision,Recall,F1,TN,FP,FN,TP
64,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
65,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
65,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
65,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
65,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
65,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
65,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
66,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
66,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
66,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
66,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
66,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
66,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
67,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
67,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
67,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
67,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
67,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
67,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
68,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
68,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
68,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
68,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
68,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
68,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
69,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
69,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
69,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
69,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
69,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
69,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
70,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
70,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
70,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
70,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
70,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
70,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
71,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
71,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
71,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
71,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
71,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
71,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
72,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
72,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
72,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
72,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
72,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
72,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
73,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
73,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
73,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
73,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
73,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
73,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
74,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
74,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
74,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
74,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
74,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
74,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
75,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
75,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
75,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
75,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
75,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
75,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
76,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
76,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
76,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
76,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
76,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
76,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
77,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
77,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
77,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
77,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
77,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
77,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
78,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
78,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
78,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
78,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
78,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
78,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
79,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
79,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
79,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
79,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
79,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
79,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
80,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
80,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
80,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
80,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
80,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
80,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
81,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
81,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
81,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
81,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
81,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
81,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
82,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
82,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
82,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
82,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
82,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
82,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
83,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
83,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
83,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
83,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
83,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
83,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
84,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
84,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
84,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
84,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
84,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
84,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
85,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
85,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
85,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
85,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
85,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
85,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
86,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
86,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
86,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
86,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
86,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
86,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
87,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
87,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
87,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
87,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
87,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
87,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
88,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
88,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
88,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
88,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
88,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
88,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
89,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
89,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
89,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
89,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
89,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
89,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
90,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
90,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
90,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
90,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
90,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
90,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
91,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
91,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
91,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
91,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
91,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
91,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
92,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
92,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
92,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
92,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
92,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
92,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
93,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
93,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
93,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
93,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
93,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
93,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
94,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
94,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
94,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
94,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
94,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
94,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
95,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
95,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
95,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
95,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
95,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
95,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
96,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
96,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
96,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
96,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
96,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
96,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
97,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
97,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
97,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
97,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
97,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
97,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
98,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
98,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
98,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
98,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
98,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
98,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
99,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
99,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
99,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
99,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
99,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
99,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
100,LDAP,0.997881,0.999304,0.996528,0.997914,1390,1,5,1435
100,MSSQL,0.999505,1.0,0.999356,0.999678,1871,0,4,6208
100,NetBIOS,0.991461,0.972268,0.996656,0.98431,1610,17,2,596
100,Syn,0.998897,0.998127,1.0,0.999063,373,1,0,533
100,UDP,0.999278,1.0,0.999136,0.999568,2042,0,9,10411
100,UDPLag,0.990293,0.999773,0.986664,0.993175,3540,2,119,8804
